"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Profit","Profit_Margin"
"5251","FDY26",20.6,"Regular",0.030505,"Dairy",212.6244,"OUT035","2004","Small","Tier 2","Supermarket Type1",3599.315,3386.691,94.093
"5252","FDB14",20.25,"Regular",0.103142,"Canned",94.612,"OUT018","2009","Medium","Tier 3","Supermarket Type2",652.484,557.872,85.5
"5253","FDV45",16.75,"Low_Fat",0.078872,"Snack Foods",189.5556,"OUT019","1985","Small","Tier 1","Grocery Store",1126.534,936.9784,83.174
"5254","FDR23",15.85,"Low_Fat",0.082121,"Breads",177.437,"OUT018","2009","Medium","Tier 3","Supermarket Type2",5645.984,5468.547,96.857
"5255","NCS29",9,"Low_Fat",0.069488,"Health and Hygiene",266.6884,"OUT013","1987","High","Tier 3","Supermarket Type1",3974.826,3708.138,93.291
"5256","FDK33",17.85,"Low_Fat",0.011181,"Snack Foods",213.456,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4261.12,4047.664,94.991
"5257","FDW24",6.8,"Low_Fat",0.037315,"Baking Goods",50.0034,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1992.739,1942.736,97.491
"5258","FDR08",18.7,"Low_Fat",0.037836,"Fruits and Vegetables",111.1886,"OUT017","2007","Small","Tier 2","Supermarket Type1",2334.961,2223.772,95.238
"5259","FDB45",20.85,"Low_Fat",0.021312,"Fruits and Vegetables",104.9306,"OUT013","1987","High","Tier 3","Supermarket Type1",2299.673,2194.742,95.437
"5260","FDW32",18.35,"Regular",0.094218,"Fruits and Vegetables",83.9882,"OUT013","1987","High","Tier 3","Supermarket Type1",1202.435,1118.447,93.015
"5261","FDN21",18.6,"Low_Fat",0.076841,"Snack Foods",162.2236,"OUT035","2004","Small","Tier 2","Supermarket Type1",2900.225,2738.001,94.407
"5262","FDH56",9.8,"Regular",0.063805,"Fruits and Vegetables",117.3492,"OUT035","2004","Small","Tier 2","Supermarket Type1",810.9444,693.5952,85.529
"5263","FDQ07",15.1,"Regular",0.087543,"Fruits and Vegetables",219.8456,"OUT049","1999","Medium","Tier 1","Supermarket Type1",6189.277,5969.431,96.448
"5264","FDU58",6.61,"Regular",0.028871,"Snack Foods",188.7898,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2057.988,1869.198,90.826
"5265","FDK36",7.09,"Low_Fat",0.007209,"Baking Goods",48.1034,"OUT013","1987","High","Tier 3","Supermarket Type1",1069.275,1021.172,95.501
"5266","NCG18",15.3,"Low_Fat",0.022867,"Household",102.8332,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2768.396,2665.563,96.285
"5267","FDQ26",13.5,"Regular",0.067544,"Dairy",57.2562,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2073.967,2016.711,97.239
"5268","DRL47",19.7,"Low_Fat",0.038549,"Hard Drinks",127.5362,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1006.69,879.1538,87.331
"5269","DRJ11",9.5,"Low_Fat",0.06902586,"Hard Drinks",188.9872,"OUT017","2007","Small","Tier 2","Supermarket Type1",1323.61,1134.623,85.722
"5270","FDB41",19,"Regular",0.09771,"Frozen Foods",48.6718,"OUT018","2009","Medium","Tier 3","Supermarket Type2",614.5334,565.8616,92.08
"5271","NCA06",20.5,"Low_Fat",0.143284,"Household",37.919,"OUT046","1997","Small","Tier 1","Supermarket Type1",183.095,145.176,79.29
"5272","NCZ41",19.85,"Low_Fat",0.064552,"Health and Hygiene",125.2704,"OUT045","2002","Small","Tier 2","Supermarket Type1",2127.897,2002.627,94.113
"5273","NCD54",21.1,"Low_Fat",0.029173,"Household",145.7786,"OUT017","2007","Small","Tier 2","Supermarket Type1",1444.786,1299.007,89.91
"5274","FDM34",19,"Low_Fat",0.067121,"Snack Foods",132.9626,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3279.065,3146.102,95.945
"5275","FDL57",15.1,"Regular",0.067021,"Snack Foods",260.3304,"OUT013","1987","High","Tier 3","Supermarket Type1",5424.938,5164.608,95.201
"5276","NCD30",19.7,"Low_Fat",0.026827,"Household",98.7726,"OUT013","1987","High","Tier 3","Supermarket Type1",1859.579,1760.806,94.688
"5277","FDH17",16.2,"Regular",0.016653,"Frozen Foods",97.3726,"OUT046","1997","Small","Tier 1","Supermarket Type1",2055.325,1957.952,95.262
"5278","FDD57",18.1,"Low_Fat",0.022395,"Fruits and Vegetables",96.5094,"OUT035","2004","Small","Tier 2","Supermarket Type1",1332.932,1236.423,92.76
"5279","FDC58",10.195,"Low_Fat",0.042113,"Snack Foods",42.5428,"OUT018","2009","Medium","Tier 3","Supermarket Type2",878.856,836.3132,95.159
"5280","FDX47",6.55,"Regular",0.034604,"Breads",157.8288,"OUT046","1997","Small","Tier 1","Supermarket Type1",2514.061,2356.232,93.722
"5281","FDC50",15.85,"Low_Fat",0.136775,"Canned",94.4094,"OUT045","2002","Small","Tier 2","Supermarket Type1",1428.141,1333.732,93.389
"5282","NCS53",14.5,"Low_Fat",0.089343,"Health and Hygiene",157.3604,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6021.495,5864.135,97.387
"5283","FDY13",12.1,"Low_Fat",0.03025,"Canned",75.267,"OUT018","2009","Medium","Tier 3","Supermarket Type2",612.536,537.269,87.712
"5284","FDP44",16.5,"Regular",0.079699,"Fruits and Vegetables",100.6332,"OUT035","2004","Small","Tier 2","Supermarket Type1",1537.998,1437.365,93.457
"5285","FDH60",19.7,"Regular",0.14136,"Baking Goods",197.311,"OUT019","1985","Small","Tier 1","Grocery Store",392.822,195.511,49.771
"5286","FDR02",16.7,"Low_Fat",0.036933,"Dairy",109.1886,"OUT010","1998","Small","Tier 3","Grocery Store",222.3772,113.1886,50.899
"5287","FDK48",7.445,"Low_Fat",0.03745,"Baking Goods",76.7354,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2783.71,2706.975,97.243
"5288","FDO24",11.1,"Low_Fat",0.294949,"Baking Goods",159.0604,"OUT010","1998","Small","Tier 3","Grocery Store",792.302,633.2416,79.924
"5289","FDE20",11.35,"Regular",0.005526,"Fruits and Vegetables",168.279,"OUT013","1987","High","Tier 3","Supermarket Type1",2376.906,2208.627,92.92
"5290","FDM04",9.195,"Regular",0.047121,"Frozen Foods",53.1666,"OUT046","1997","Small","Tier 1","Supermarket Type1",768.999,715.8324,93.086
"5291","NCH07",13.15,"Low_Fat",0.162248,"Household",160.4604,"OUT019","1985","Small","Tier 1","Grocery Store",316.9208,156.4604,49.369
"5292","DRP35",18.85,"Low_Fat",0.090867,"Hard Drinks",127.3336,"OUT046","1997","Small","Tier 1","Supermarket Type1",3962.842,3835.508,96.787
"5293","FDO11",8,"Regular",0.030265,"Breads",250.3092,"OUT046","1997","Small","Tier 1","Supermarket Type1",6723.248,6472.939,96.277
"5294","NCM30",19.1,"Low_Fat",0.067295,"Household",41.9796,"OUT046","1997","Small","Tier 1","Supermarket Type1",701.7532,659.7736,94.018
"5295","DRF27",8.93,"Low_Fat",0.02828,"Dairy",152.234,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1071.938,919.704,85.798
"5296","NCR18",15.85,"Low_Fat",0.020388,"Household",44.4112,"OUT027","1985","Medium","Tier 3","Supermarket Type3",767.0016,722.5904,94.21
"5297","FDS48",15.15,"Low_Fat",0.027645,"Baking Goods",149.4708,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3159.887,3010.416,95.27
"5298","FDO32",6.36,"Low_Fat",0.120731,"Fruits and Vegetables",46.506,"OUT049","1999","Medium","Tier 1","Supermarket Type1",652.484,605.978,92.872
"5299","NCP05",19.6,"Low_Fat",0.02543,"Health and Hygiene",151.7024,"OUT017","2007","Small","Tier 2","Supermarket Type1",2884.246,2732.544,94.74
"5300","FDF44",7.17,"Regular",0.059439,"Fruits and Vegetables",130.9968,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4828.382,4697.385,97.287
"5301","FDX56",17.1,"Regular",0.074059,"Fruits and Vegetables",209.0638,"OUT046","1997","Small","Tier 1","Supermarket Type1",3520.085,3311.021,94.061
"5302","FDE46",18.6,"Low_Fat",0.015693,"Snack Foods",150.7366,"OUT027","1985","Medium","Tier 3","Supermarket Type3",906.8196,756.083,83.377
"5303","FDQ09",7.235,"Low_Fat",0.057851,"Snack Foods",113.2834,"OUT027","1985","Medium","Tier 3","Supermarket Type3",4376.969,4263.686,97.412
"5304","NCB54",8.76,"Low_Fat",0.050011,"Health and Hygiene",126.7336,"OUT013","1987","High","Tier 3","Supermarket Type1",639.168,512.4344,80.172
"5305","NCV18",6.775,"Low_Fat",0.105226,"Household",84.225,"OUT035","2004","Small","Tier 2","Supermarket Type1",3162.55,3078.325,97.337
"5306","NCG55",16.25,"Low_Fat",0.039207,"Household",116.1176,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2633.905,2517.787,95.591
"5307","FDV14",19.85,"Low_Fat",0.044489,"Dairy",89.4856,"OUT035","2004","Small","Tier 2","Supermarket Type1",1054.627,965.1414,91.515
"5308","FDT31",19.75,"Low_Fat",0.012438,"Fruits and Vegetables",189.9872,"OUT013","1987","High","Tier 3","Supermarket Type1",3781.744,3591.757,94.976
"5309","DRD12",6.96,"Low_Fat",0.07735,"Soft Drinks",91.4146,"OUT045","2002","Small","Tier 2","Supermarket Type1",638.5022,547.0876,85.683
"5310","FDZ40",8.935,"Low_Fat",0.040346,"Frozen Foods",53.7298,"OUT018","2009","Medium","Tier 3","Supermarket Type2",593.2278,539.498,90.943
"5311","DRI11",8.26,"Low_Fat",0.057586,"Hard Drinks",113.7834,"OUT010","1998","Small","Tier 3","Grocery Store",115.1834,1.4,1.215
"5312","FDP23",6.71,"Low_Fat",0.035659,"Breads",218.3166,"OUT045","2002","Small","Tier 2","Supermarket Type1",1959.449,1741.132,88.858
"5313","FDY02",8.945,"Regular",0.087629,"Dairy",263.491,"OUT035","2004","Small","Tier 2","Supermarket Type1",1840.937,1577.446,85.687
"5314","FDM03",12.65,"Low_Fat",0.0740534,"Meat",107.8938,"OUT046","1997","Small","Tier 1","Supermarket Type1",750.3566,642.4628,85.621
"5315","FDF35",15,"Low_Fat",0.154229,"Starchy Foods",107.3938,"OUT049","1999","Medium","Tier 1","Supermarket Type1",750.3566,642.9628,85.688
"5316","DRM37",15.35,"Low_Fat",0.096943,"Soft Drinks",196.5768,"OUT017","2007","Small","Tier 2","Supermarket Type1",7685.995,7489.418,97.442
"5317","NCV41",14.35,"Low_Fat",0.017065,"Health and Hygiene",109.5228,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1768.365,1658.842,93.807
"5318","NCK53",11.6,"Low_Fat",0.036097,"Health and Hygiene",100.8042,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3472.147,3371.343,97.097
"5319","FDW23",5.765,"Low_Fat",0.082179,"Baking Goods",37.0164,"OUT045","2002","Small","Tier 2","Supermarket Type1",540.6296,503.6132,93.153
"5320","FDW12",8.315,"Regular",0.035543,"Baking Goods",143.3444,"OUT013","1987","High","Tier 3","Supermarket Type1",1596.588,1453.244,91.022
"5321","FDG44",6.13,"Low_Fat",0.102172,"Fruits and Vegetables",53.8298,"OUT035","2004","Small","Tier 2","Supermarket Type1",1024.666,970.8362,94.747
"5322","FDJ36",14.5,"Regular",0.128236,"Baking Goods",104.1332,"OUT035","2004","Small","Tier 2","Supermarket Type1",205.0664,100.9332,49.22
"5323","FDX55",15.1,"Low_Fat",0.055206,"Fruits and Vegetables",219.4166,"OUT046","1997","Small","Tier 1","Supermarket Type1",6096.065,5876.648,96.401
"5324","DRG13",17.25,"Low_Fat",0.037338,"Soft Drinks",163.7526,"OUT018","2009","Medium","Tier 3","Supermarket Type2",3289.052,3125.299,95.021
"5325","NCD06",13,"Low_Fat",0.099243,"Household",46.306,"OUT013","1987","High","Tier 3","Supermarket Type1",699.09,652.784,93.376
"5326","FDW22",9.695,"Regular",0.030144,"Snack Foods",222.0114,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6207.919,5985.908,96.424
"5327","FDD33",12.85,"Low_Fat",0.108412,"Fruits and Vegetables",233.2642,"OUT045","2002","Small","Tier 2","Supermarket Type1",3950.191,3716.927,94.095
"5328","FDG24",7.975,"Low_Fat",0.014628,"Baking Goods",82.325,"OUT035","2004","Small","Tier 2","Supermarket Type1",1331.6,1249.275,93.818
"5329","FDE05",10.895,"Regular",0.032454,"Frozen Foods",144.8102,"OUT046","1997","Small","Tier 1","Supermarket Type1",3062.014,2917.204,95.271
"5330","FDZ12",9.17,"Low_Fat",0.102979,"Baking Goods",144.947,"OUT046","1997","Small","Tier 1","Supermarket Type1",4294.41,4149.463,96.625
"5331","FDX37",16.2,"Low_Fat",0.105498,"Canned",101.47,"OUT010","1998","Small","Tier 3","Grocery Store",399.48,298.01,74.599
"5332","FDE44",14.65,"Low_Fat",0.171356,"Fruits and Vegetables",47.6692,"OUT035","2004","Small","Tier 2","Supermarket Type1",739.038,691.3688,93.55
"5333","FDS52",8.89,"Low_Fat",0.009585,"Frozen Foods",102.5016,"OUT019","1985","Small","Tier 1","Grocery Store",101.2016,-1.3,-1.285
"5334","FDO39",6.985,"Regular",0.137926,"Meat",184.7608,"OUT018","2009","Medium","Tier 3","Supermarket Type2",4042.738,3857.977,95.43
"5335","FDI32",17.7,"Low_Fat",0.1848446,"Fruits and Vegetables",115.0834,"OUT045","2002","Small","Tier 2","Supermarket Type1",2764.402,2649.319,95.837
"5336","FDV28",16.1,"Regular",0.152244,"Frozen Foods",35.1558,"OUT017","2007","Small","Tier 2","Supermarket Type1",339.558,304.4022,89.647
"5337","NCP53",14.75,"Low_Fat",0.033076,"Health and Hygiene",237.2906,"OUT017","2007","Small","Tier 2","Supermarket Type1",3089.978,2852.687,92.321
"5338","NCN43",12.15,"Low_Fat",0.00677,"Others",124.473,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1231.73,1107.257,89.894
"5339","NCI31",20,"Low_Fat",0.142393,"Others",36.419,"OUT019","1985","Small","Tier 1","Grocery Store",109.857,73.438,66.849
"5340","FDK55",18.5,"Low_Fat",0.025814,"Meat",89.1172,"OUT045","2002","Small","Tier 2","Supermarket Type1",892.172,803.0548,90.011
"5341","FDC17",12.15,"Low_Fat",0.015548,"Frozen Foods",211.2928,"OUT017","2007","Small","Tier 2","Supermarket Type1",5049.427,4838.134,95.816
"5342","FDV28",16.1,"Regular",0.159698,"Frozen Foods",32.0558,"OUT035","2004","Small","Tier 2","Supermarket Type1",1018.674,986.6182,96.853
"5343","FDY26",20.6,"Regular",0.030635,"Dairy",212.9244,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2540.693,2327.769,91.619
"5344","NCU06",17.6,"Low_Fat",0.074523,"Household",228.801,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3215.814,2987.013,92.885
"5345","FDV16",7.75,"Regular",0.145201,"Frozen Foods",35.4558,"OUT019","1985","Small","Tier 1","Grocery Store",135.8232,100.3674,73.896
"5346","FDY31",5.98,"Low_Fat",0.043651,"Fruits and Vegetables",146.1418,"OUT045","2002","Small","Tier 2","Supermarket Type1",3089.978,2943.836,95.27
"5347","DRE37",13.5,"Low_Fat",0.094366,"Soft Drinks",190.9872,"OUT049","1999","Medium","Tier 1","Supermarket Type1",2836.308,2645.321,93.266
"5348","FDH33",12.85,"Low_Fat",0.121702,"Snack Foods",42.7428,"OUT035","2004","Small","Tier 2","Supermarket Type1",703.0848,660.342,93.921
"5349","FDA46",13.6,"Low_Fat",0.117613,"Snack Foods",194.2136,"OUT035","2004","Small","Tier 2","Supermarket Type1",2527.377,2333.163,92.316
"5350","FDP12",9.8,"Regular",0.045258,"Baking Goods",35.9874,"OUT035","2004","Small","Tier 2","Supermarket Type1",282.2992,246.3118,87.252
"5351","FDJ09",15,"Low_Fat",0.058486,"Snack Foods",44.7744,"OUT049","1999","Medium","Tier 1","Supermarket Type1",679.116,634.3416,93.407
"5352","NCS54",13.6,"Low_Fat",0.009945,"Household",177.837,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6528.169,6350.332,97.276
"5353","FDJ33",8.895,"Regular",0.087894,"Snack Foods",121.173,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2586.633,2465.46,95.315
"5354","FDF32",16.35,"Low_Fat",0.113954,"Fruits and Vegetables",198.2426,"OUT010","1998","Small","Tier 3","Grocery Store",790.9704,592.7278,74.937
"5355","FDN24",14.1,"Low_Fat",0.198317,"Baking Goods",54.3956,"OUT019","1985","Small","Tier 1","Grocery Store",272.978,218.5824,80.073
"5356","FDX21",7.05,"Low_Fat",0.08495,"Snack Foods",109.7912,"OUT035","2004","Small","Tier 2","Supermarket Type1",1091.912,982.1208,89.945
"5357","FDC57",20.1,"Regular",0.054549,"Fruits and Vegetables",193.782,"OUT013","1987","High","Tier 3","Supermarket Type1",1158.492,964.71,83.273
"5358","NCZ06",19.6,"Low_Fat",0.094545,"Household",254.7698,"OUT018","2009","Medium","Tier 3","Supermarket Type2",5327.066,5072.296,95.217
"5359","FDY56",16.35,"Regular",0.062359,"Fruits and Vegetables",224.0062,"OUT013","1987","High","Tier 3","Supermarket Type1",4288.418,4064.412,94.776
"5360","NCH07",13.15,"Low_Fat",0.092811,"Household",159.7604,"OUT049","1999","Medium","Tier 1","Supermarket Type1",4119.97,3960.21,96.122
"5361","FDS44",12.65,"Regular",0.15668,"Fruits and Vegetables",238.8538,"OUT018","2009","Medium","Tier 3","Supermarket Type2",4566.722,4327.868,94.77
"5362","FDY33",14.5,"Regular",0.097352,"Snack Foods",160.7262,"OUT049","1999","Medium","Tier 1","Supermarket Type1",1750.388,1589.662,90.818
"5363","FDZ48",17.75,"Low_Fat",0.076114,"Baking Goods",111.4544,"OUT045","2002","Small","Tier 2","Supermarket Type1",1006.69,895.2356,88.929
"5364","FDY48",14,"Low_Fat",0.023783,"Baking Goods",104.0332,"OUT045","2002","Small","Tier 2","Supermarket Type1",1435.465,1331.432,92.753
"5365","FDK16",9.065,"Low_Fat",0.114771,"Frozen Foods",93.9094,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3903.585,3809.676,97.594
"5366","FDT16",9.895,"Regular",0.048662,"Frozen Foods",261.7278,"OUT046","1997","Small","Tier 1","Supermarket Type1",4685.9,4424.172,94.415
"5367","FDC26",10.195,"Low_Fat",0.211539,"Canned",110.9886,"OUT010","1998","Small","Tier 3","Grocery Store",111.1886,0.2,0.18
"5368","DRJ47",18.25,"Low_Fat",0.044431,"Hard Drinks",174.208,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2596.62,2422.412,93.291
"5369","FDQ04",6.4,"Low_Fat",0.14186,"Frozen Foods",41.0796,"OUT010","1998","Small","Tier 3","Grocery Store",41.2796,0.2,0.485
"5370","FDN40",5.88,"Low_Fat",0.06494275,"Frozen Foods",154.2998,"OUT046","1997","Small","Tier 1","Supermarket Type1",1999.397,1845.097,92.283
"5371","FDS39",6.895,"Low_Fat",0.022442,"Meat",143.8812,"OUT013","1987","High","Tier 3","Supermarket Type1",2707.143,2563.262,94.685
"5372","FDC11",20.5,"Low_Fat",0.14237,"Starchy Foods",90.6172,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1427.475,1336.858,93.652
"5373","FDQ39",14.8,"Low_Fat",0.135648,"Meat",190.8846,"OUT010","1998","Small","Tier 3","Grocery Store",191.0846,0.2,0.105
"5374","FDB33",17.75,"Low_Fat",0.014603,"Fruits and Vegetables",158.6262,"OUT049","1999","Medium","Tier 1","Supermarket Type1",3819.029,3660.403,95.846
"5375","FDU27",18.6,"Regular",0.287017,"Meat",48.8376,"OUT010","1998","Small","Tier 3","Grocery Store",47.9376,-0.9,-1.877
"5376","FDM44",12.5,"Low_Fat",0.031113,"Fruits and Vegetables",104.999,"OUT045","2002","Small","Tier 2","Supermarket Type1",1444.786,1339.787,92.733
"5377","FDT32",19,"Regular",0.065622,"Fruits and Vegetables",186.5214,"OUT035","2004","Small","Tier 2","Supermarket Type1",5275.799,5089.278,96.465
"5378","DRC13",8.26,"Regular",0.032574,"Soft Drinks",125.073,"OUT018","2009","Medium","Tier 3","Supermarket Type2",985.384,860.311,87.307
"5379","NCO07",9.06,"Low_Fat",0.009776,"Others",213.756,"OUT046","1997","Small","Tier 1","Supermarket Type1",1065.28,851.524,79.934
"5380","FDJ16",9.195,"Low_Fat",0.115354,"Frozen Foods",58.9246,"OUT018","2009","Medium","Tier 3","Supermarket Type2",926.7936,867.869,93.642
"5381","FDB22",8.02,"Low_Fat",0.110901,"Snack Foods",155.0998,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2768.396,2613.296,94.397
"5382","NCS30",5.945,"Low_Fat",0.093215,"Household",129.1652,"OUT045","2002","Small","Tier 2","Supermarket Type1",2841.634,2712.469,95.455
"5383","FDQ59",9.8,"Regular",0.0451208,"Breads",84.5908,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3020.069,2935.478,97.199
"5384","FDI38",13.35,"Regular",0.01465,"Canned",207.3638,"OUT049","1999","Medium","Tier 1","Supermarket Type1",5797.786,5590.422,96.423
"5385","FDR52",12.65,"Regular",0.07603,"Frozen Foods",189.0846,"OUT035","2004","Small","Tier 2","Supermarket Type1",4012.777,3823.692,95.288
"5386","FDT15",12.15,"Regular",0.042855,"Meat",181.695,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2929.52,2747.825,93.798
"5387","FDR52",12.65,"Regular",0.133144,"Frozen Foods",190.8846,"OUT019","1985","Small","Tier 1","Grocery Store",191.0846,0.2,0.105
"5388","FDS60",20.85,"Low_Fat",0.032581,"Baking Goods",180.066,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2157.192,1977.126,91.653
"5389","FDK52",18.25,"Low_Fat",0.06174517,"Frozen Foods",224.1062,"OUT018","2009","Medium","Tier 3","Supermarket Type2",4965.536,4741.43,95.487
"5390","FDA04",11.3,"Regular",0.066865,"Frozen Foods",260.1962,"OUT045","2002","Small","Tier 2","Supermarket Type1",2848.958,2588.762,90.867
"5391","NCQ53",17.6,"Low_Fat",0.018944,"Health and Hygiene",237.359,"OUT045","2002","Small","Tier 2","Supermarket Type1",6145.334,5907.975,96.138
"5392","FDN28",5.88,"Regular",0.030371,"Frozen Foods",101.799,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1960.781,1858.982,94.808
"5393","FDU12",15.5,"Regular",0.13263,"Baking Goods",263.8568,"OUT019","1985","Small","Tier 1","Grocery Store",790.9704,527.1136,66.641
"5394","FDT03",21.25,"Low_Fat",0.010019,"Meat",184.6608,"OUT045","2002","Small","Tier 2","Supermarket Type1",367.5216,182.8608,49.755
"5395","FDY57",20.2,"Regular",0.121254,"Snack Foods",94.5752,"OUT046","1997","Small","Tier 1","Supermarket Type1",1821.629,1727.054,94.808
"5396","FDH56",9.8,"Regular",0.063764,"Fruits and Vegetables",113.8492,"OUT013","1987","High","Tier 3","Supermarket Type1",1737.738,1623.889,93.448
"5397","DRM23",16.6,"Low_Fat",0.136286,"Hard Drinks",171.4422,"OUT018","2009","Medium","Tier 3","Supermarket Type2",2241.749,2070.307,92.352
"5398","FDZ07",15.1,"Regular",0.164392,"Fruits and Vegetables",62.8194,"OUT019","1985","Small","Tier 1","Grocery Store",61.9194,-0.9,-1.454
"5399","FDK40",7.035,"Low_Fat",0.021894,"Frozen Foods",262.791,"OUT045","2002","Small","Tier 2","Supermarket Type1",3681.874,3419.083,92.863
"5400","FDU04",7.93,"Low_Fat",0.00499656,"Frozen Foods",121.8414,"OUT046","1997","Small","Tier 1","Supermarket Type1",2802.352,2680.511,95.652
"5401","DRL37",15.5,"Low_Fat",0.04576129,"Soft Drinks",41.377,"OUT017","2007","Small","Tier 2","Supermarket Type1",649.155,607.778,93.626
"5402","FDT26",18.85,"Regular",0.067624,"Dairy",120.944,"OUT027","1985","Medium","Tier 3","Supermarket Type3",1078.596,957.652,88.787
"5403","FDT24",12.35,"Regular",0.186236,"Baking Goods",78.7328,"OUT045","2002","Small","Tier 2","Supermarket Type1",1390.19,1311.457,94.337
"5404","FDX57",17.25,"Regular",0.047037,"Snack Foods",96.4068,"OUT027","1985","Medium","Tier 3","Supermarket Type3",2624.584,2528.177,96.327
"5405","FDA55",17.2,"Regular",0.09978,"Fruits and Vegetables",225.2088,"OUT019","1985","Small","Tier 1","Grocery Store",447.4176,222.2088,49.665
"5406","NCN05",8.235,"Low_Fat",0.014489,"Health and Hygiene",183.795,"OUT045","2002","Small","Tier 2","Supermarket Type1",2929.52,2745.725,93.726
"5407","FDR58",6.675,"Low_Fat",0.042006,"Snack Foods",92.6462,"OUT045","2002","Small","Tier 2","Supermarket Type1",1665.832,1573.186,94.438
"5408","FDX47",6.55,"Regular",0.034576,"Breads",156.5288,"OUT013","1987","High","Tier 3","Supermarket Type1",1571.288,1414.759,90.038
"5409","NCH54",13.5,"Low_Fat",0.072965,"Household",160.692,"OUT018","2009","Medium","Tier 3","Supermarket Type2",1917.504,1756.812,91.62
"5410","NCH42",6.86,"Low_Fat",0.03653,"Household",227.801,"OUT035","2004","Small","Tier 2","Supermarket Type1",3904.917,3677.116,94.166
"5411","FDH56",9.8,"Regular",0.063947,"Fruits and Vegetables",116.6492,"OUT045","2002","Small","Tier 2","Supermarket Type1",2316.984,2200.335,94.965
"5412","FDQ48",14.3,"Regular",0.034551,"Baking Goods",98.1726,"OUT018","2009","Medium","Tier 3","Supermarket Type2",685.1082,586.9356,85.67
"5413","FDN20",19.35,"Low_Fat",0.02633,"Fruits and Vegetables",169.2474,"OUT017","2007","Small","Tier 2","Supermarket Type1",3705.843,3536.596,95.433
"5414","FDA15",9.3,"Low_Fat",0.016009,"Dairy",250.6092,"OUT013","1987","High","Tier 3","Supermarket Type1",6474.239,6223.63,96.129
"5415","FDS48",15.15,"Low_Fat",0.048638,"Baking Goods",149.7708,"OUT019","1985","Small","Tier 1","Grocery Store",150.4708,0.7,0.465
"5416","FDW02",4.805,"Regular",0.037853,"Dairy",126.2704,"OUT018","2009","Medium","Tier 3","Supermarket Type2",3629.942,3503.672,96.521
"5417","FDN03",9.8,"Regular",0.015017,"Meat",248.6408,"OUT027","1985","Medium","Tier 3","Supermarket Type3",6759.202,6510.561,96.321
"5418","FDF57",14.5,"Regular",0.05916,"Fruits and Vegetables",170.7448,"OUT017","2007","Small","Tier 2","Supermarket Type1",2045.338,1874.593,91.652
"5419","DRM37",15.35,"Low_Fat",0.09638,"Soft Drinks",196.5768,"OUT035","2004","Small","Tier 2","Supermarket Type1",4729.843,4533.266,95.844
"5420","NCD54",21.1,"Low_Fat",0.029009,"Household",143.3786,"OUT046","1997","Small","Tier 1","Supermarket Type1",866.8716,723.493,83.46
"5421","NCQ42",20.35,"Low_Fat",0.039078,"Household",128.3678,"OUT027","1985","Medium","Tier 3","Supermarket Type3",3179.195,3050.827,95.962
"5422","FDW49",19.5,"Low_Fat",0.082537,"Canned",177.2002,"OUT035","2004","Small","Tier 2","Supermarket Type1",2149.202,1972.002,91.755
"5423","DRI03",6.03,"Low_Fat",0.022685,"Dairy",178.1028,"OUT013","1987","High","Tier 3","Supermarket Type1",4604.673,4426.57,96.132
"5424","FDD14",20.7,"Low_Fat",0.170153,"Canned",182.6266,"OUT045","2002","Small","Tier 2","Supermarket Type1",2581.972,2399.345,92.927
"5425","FDN02",16.5,"Low_Fat",0.073828,"Canned",208.8638,"OUT046","1997","Small","Tier 1","Supermarket Type1",2484.766,2275.902,91.594
"5426","FDQ45",9.5,"Regular",0.010864,"Snack Foods",185.3608,"OUT027","1985","Medium","Tier 3","Supermarket Type3",5329.063,5143.702,96.522
